AccountDesc,AccountID,ActionTS,ActionType,BatchID,CA_B_ID,C_ID,EffectiveDate,EndDate,SK_CustomerID,Status,TaxStatus,fakesk,isCurrent
FJiBSDViOSzvABTUarwDQTUEAqomSrCTZwyQQtERAFSDIKvUYf,6628,2014-11-15T13:30:07,ADDACCT,1,2385,635,2014-11-15,9999-12-31,6056,ACTIVE,1,10720,true
JuXuPWHuWvSKqAFNvrIOSMuQARKdOvW,6629,2014-11-16T06:14:17,ADDACCT,1,7387,2323,2014-11-16,9999-12-31,5242,ACTIVE,1,10722,true
LncFbEeVRjDvNgHBAcUJJCgBZyTyAzWIdmm,6630,2014-11-16T13:25:35,ADDACCT,1,1266,62,2014-11-16,9999-12-31,3002,ACTIVE,1,10723,true
VVwYuNBDBVVeLDmLQIjoqLjIzT DcVXJQKljsgsIYkMX,6631,2014-11-17T03:48:23,ADDACCT,1,8881,1084,2014-11-17,9999-12-31,2132,ACTIVE,1,10725,true
gGQDLDtblIUxpVjkrTeAvtljZUMvMGcmECoIuINUL,6632,2014-11-17T13:22:51,ADDACCT,1,4296,1674,2014-11-17,9999-12-31,6047,ACTIVE,1,10726,true
FDMcNLAGSGduhYDWZwNxWtJQOj pnLAJ,6633,2014-11-17T20:26:54,ADDACCT,1,9508,2694,2014-11-17,9999-12-31,5661,ACTIVE,1,10728,true
TgqZLpSlWoDLxPGRhMmBBQqqJOYCNFiFTuBwReXe,6634,2014-11-18T07:47:37,ADDACCT,1,11224,2186,2014-11-18,9999-12-31,2245,ACTIVE,2,10729,true
iuxZTssWPaAMPdbfRpBHNOSrxEVxatKX,6635,2014-11-18T21:50:15,NEW,1,7236,3485,2014-11-18,9999-12-31,1996,ACTIVE,1,10731,true
yOAJhDaOYYmPToHDYToIVHANRJUpELE,6636,2014-11-19T00:51:19,NEW,1,11518,3486,2014-11-19,2016-08-29,2592,ACTIVE,1,10732,false
yOAJhDaOYYmPToHDYToIVHANRJUpELE,6636,2016-08-29T11:36:39,UPDACCT,1,11518,3486,2016-08-29,9999-12-31,2592,ACTIVE,1,13326,true
laoprxkDQBHIjwJXhMACIxAFNUOhGZJVeQZuJHS Qg s,6637,2014-11-19T07:34:27,NEW,1,14666,3487,2014-11-19,9999-12-31,1494,ACTIVE,0,10734,true
wWVBJKXt hAnNAYxBJGDnKfAzYRQUGXEAXKthkNmfqV,6638,2014-11-19T13:05:43,NEW,1,12974,3488,2014-11-19,9999-12-31,4227,ACTIVE,1,10735,true
kCgqDpPONYSvqmJjKuNgkcTNNAwFdKWEXQvSEbTH,6639,2014-11-20T04:18:03,NEW,1,3695,3489,2014-11-20,9999-12-31,5782,ACTIVE,1,10737,true
jbmLBAF ZtRuVIuKjzNtfTGyvPAVQANjGdhjYzFrQbF,6640,2014-11-20T06:07:29,NEW,1,14162,3490,2014-11-20,9999-12-31,4043,ACTIVE,1,10738,true
ooxGeDsNI JdERE NgHZufZUMKBaPPB,6641,2014-11-20T19:48:12,NEW,1,994,3491,2014-11-20,2016-12-22,1149,ACTIVE,1,10740,false
ooxGeDsNI JdERE NgHZufZUMKBaPPB,6641,2016-12-22T21:30:34,UPDACCT,1,1662,3491,2016-12-22,9999-12-31,1149,ACTIVE,1,13784,true
CaFrDyrpOcBOLQcusaFoOyVQVKQjRZWulUMFDItVEemt,6642,2014-11-21T00:07:16,NEW,1,5507,3492,2014-11-21,2016-05-30,5907,ACTIVE,1,10741,false
DxUYxlwWaNJooFDSqAjRmJLxOswJ hQAYKHEvOBQNNJErph,6642,2016-05-30T07:58:37,UPDACCT,1,5507,3492,2016-05-30,9999-12-31,5907,ACTIVE,1,12960,true
OiNFadBHNtBXGLZlOExQYX btRrTvNFXFBUoJghDL,6643,2014-11-21T21:31:52,NEW,1,5265,3493,2014-11-21,9999-12-31,3382,ACTIVE,0,10743,true
PGTUSTgIybEfFpFHqqvWrDJSWvoABxSuINElJGAp,6644,2014-11-22T00:57:15,NEW,1,6175,3494,2014-11-22,9999-12-31,4662,ACTIVE,1,10744,true
RgqbQqqHgBL XePKHqsAILAEmwzaTVbDAaKeFSn,6645,2014-11-22T15:00:10,NEW,1,5838,3495,2014-11-22,9999-12-31,5498,ACTIVE,2,10746,true
PTrryxDJwVyLDeZuRISPXiwwDkLMpkrHqMe,6646,2014-11-22T17:39:08,ADDACCT,1,9948,2005,2014-11-22,2016-10-10,1888,ACTIVE,1,10747,false
PTrryxDJwVyLDeZuRISPXiwwDkLMpkrHqMe,6646,2016-10-10T12:32:16,UPDACCT,1,14073,2005,2016-10-10,9999-12-31,1888,ACTIVE,1,13491,true
HkwJRpfXAiMgrBIqATNTETckRGoFZaflCqQl,6647,2014-11-23T04:27:05,ADDACCT,1,11214,2557,2014-11-23,9999-12-31,1548,ACTIVE,1,10749,true
JQLDAAFWyWdRPLzgRXNzZBBJKgEPoRwFehpcW,6648,2014-11-23T12:47:25,ADDACCT,1,9447,421,2014-11-23,9999-12-31,5320,ACTIVE,2,10750,true
x ShhkzdxuOlRDOvVSwraOszeqXyUxHL,6649,2014-11-24T03:41:40,ADDACCT,1,5186,367,2014-11-24,9999-12-31,3523,ACTIVE,1,10752,true
TCOuCGTWUQODZmBvyZSHLSiAZlACTQNZHDFCovJXtDDq,6650,2014-11-24T04:06:31,ADDACCT,1,6459,1950,2014-11-24,9999-12-31,1435,ACTIVE,1,10753,true
RhvzJYmYPCTfDTVARBkJFREqOhBFwXIFrhGJHeYQJtrCxrUvG,6651,2014-11-25T01:09:10,ADDACCT,1,12565,3388,2014-11-25,9999-12-31,2167,ACTIVE,1,10756,true
URQbRRwMNhdJmjCPKJZtccNDXCnNNcn tyZSYdVo,6652,2014-11-26T00:33:42,ADDACCT,1,10580,2595,2014-11-26,9999-12-31,196,ACTIVE,1,10759,true
vjNuOPCgmlbeNVTQDVnlUGRISonAsicLHsXGwluBJpVCQ,6653,2014-11-26T02:48:08,ADDACCT,1,1212,3439,2014-11-26,9999-12-31,3537,ACTIVE,1,10760,true
JQSbYhEgiGOvFWOtbDFaqpoQRSGjRrrto gTkyZdQfaiVsOFfc,6654,2014-11-26T15:48:59,ADDACCT,1,13524,3137,2014-11-26,9999-12-31,1800,ACTIVE,2,10762,true
NvCSKfCKTOYHNOQOAcALzzmLOLyiuiDrgEQPWzSNLASI,6655,2014-11-26T18:37:07,ADDACCT,1,1434,1390,2014-11-26,9999-12-31,3214,ACTIVE,2,10763,true
rszoQRAGvIzUSUnaBeLooBVShcfQwJHSCpfaLHR,6656,2014-11-27T10:00:27,NEW,1,1986,3496,2014-11-27,9999-12-31,5737,ACTIVE,1,10765,true
KAkbSVRLcJoXVXHERR nDbPGHLweEQIErG,6657,2014-11-27T18:18:30,NEW,1,4883,3497,2014-11-27,9999-12-31,4364,ACTIVE,1,10766,true
zPGLXvzTilOjOeHdcyGIUVLFgIutmYFIQiZJUtRYqD,6658,2014-11-28T02:05:12,NEW,1,12180,3498,2014-11-28,9999-12-31,3780,ACTIVE,1,10767,true
rIJrGdLrNIRDHOyDuFmASpjhDtFzJOMEHY,6659,2014-11-28T04:39:19,NEW,1,12749,3499,2014-11-28,9999-12-31,3210,ACTIVE,1,10768,true
NIiFtFssqQXCGQRLXMUCPPBqYVXzRyc,6660,2014-12-01T20:29:17,NEW,1,12388,3500,2014-12-01,9999-12-31,5951,ACTIVE,1,10782,true
HehGVBLeYFBjmsmEMHUxERAmJGsaAGowXXtuhRqmSyMPNr,6661,2014-12-02T01:05:18,NEW,1,9348,3501,2014-12-02,9999-12-31,503,ACTIVE,2,10783,true
uAHcQeNJKypCNzCHGThRJDCykzVykLNCGNPDC,6662,2014-12-02T09:19:55,NEW,1,782,3502,2014-12-02,9999-12-31,5361,ACTIVE,1,10784,true
tiOSXUHNLYyVRTvolzELfCSAU  OaBLDREyEOK,6663,2014-12-02T11:50:33,NEW,1,14885,3503,2014-12-02,9999-12-31,5138,ACTIVE,2,10785,true
FDWECginUnBXsFsvSeijriUSIzFAPu,6664,2014-12-02T20:12:55,NEW,1,11511,3504,2014-12-02,9999-12-31,2657,ACTIVE,1,10786,true
ERKTrHZHLSPXWQQMRKWfNBQyCDYOeJKCdXeM,6665,2014-12-03T07:54:59,NEW,1,6240,3505,2014-12-03,9999-12-31,1398,ACTIVE,2,10787,true
CMCVAHAMBEEnNUQOvRnhIQDNACpJYXECLllXNrgPAMbfoU,6666,2014-12-03T10:28:06,NEW,1,14144,3506,2014-12-03,9999-12-31,5580,ACTIVE,0,10788,true
oasQOgVUvUefvWeFFNKWMIzKtGmzIhnISMGWzxEaj,6667,2014-12-03T22:47:26,ADDACCT,1,383,3424,2014-12-03,9999-12-31,5743,ACTIVE,1,10789,true
xJRpEJdZpxnJzLjAKSJCtbyHFzqVCVj,6668,2014-12-04T07:02:27,ADDACCT,1,5234,2779,2014-12-04,9999-12-31,2895,ACTIVE,1,10790,true
"",6669,2014-12-04T09:58:09,ADDACCT,1,6783,2573,2014-12-04,9999-12-31,5437,ACTIVE,1,10791,true
zVwsKwqmxWqCbEMjQJIH g TPiPeRJbCzBctDZ,6670,2014-12-04T11:35:14,ADDACCT,1,5155,1905,2014-12-04,2016-01-24,2934,ACTIVE,1,10792,false
ClxCbUYJPngxIEBQ McvkLSNAEspSLFBBLIeaRjuCSOKh,6670,2016-01-24T04:35:57,UPDACCT,1,11927,1905,2016-01-24,9999-12-31,2934,ACTIVE,1,12452,true
qFIwEdJRzqTMSwBMvxSROmdSQEnSEFTDdR,6671,2014-12-04T14:46:42,ADDACCT,1,6261,292,2014-12-04,9999-12-31,899,ACTIVE,1,10793,true
xCfofGOwbEPThzqgQOCQVMqfTcMTDwAn,6672,2014-12-05T01:53:01,ADDACCT,1,6987,2561,2014-12-05,9999-12-31,1384,ACTIVE,1,10794,true
eWXwttGBgyBImaopufDyQkwMNBJLSrVAkpHXR,6673,2014-12-05T07:18:41,ADDACCT,1,14434,3441,2014-12-05,9999-12-31,2957,ACTIVE,2,10795,true
MhXsSBxfHNSG SoMUEpvKlppGMzGJuHABpSyF,6674,2014-12-05T09:07:58,ADDACCT,1,8976,2815,2014-12-05,9999-12-31,2995,ACTIVE,1,10796,true
atLaUSBxkeT RPtSEBTLTQLIcbPtl  HeePKzjzOTVwdgGCo,6675,2014-12-05T09:12:34,ADDACCT,1,14585,1231,2014-12-05,9999-12-31,4266,ACTIVE,0,10797,true
UKUIyEWEwyEBNmcSJDwWoVPgRGWtVaLiVVULlrzh,6676,2014-12-05T13:25:35,ADDACCT,1,8853,784,2014-12-05,2015-04-22,1561,ACTIVE,2,10798,false
awOYoIOvLhYtTVADBpgxSkcFNEBz MxFIFvsBlSdK,6676,2015-04-22T16:05:08,UPDACCT,1,8853,784,2015-04-22,9999-12-31,1561,ACTIVE,1,11347,true
EAscczaNTsBEem quQDPLetZMRFyyCZexfOn,6677,2014-12-06T08:29:46,NEW,1,4115,3507,2014-12-06,2017-03-25,2346,ACTIVE,1,10802,false
gdSvUhGOPmNlMNgWksbOktCNMfKONGKQ,6677,2017-03-25T09:10:20,UPDACCT,1,4343,3507,2017-03-25,9999-12-31,2346,ACTIVE,1,14153,true
NnQynokBeMYBdUFutYqznegHHTDaUKti,6678,2014-12-06T16:45:22,NEW,1,1079,3508,2014-12-06,9999-12-31,5502,ACTIVE,1,10803,true
EoTGvJaQWEPkhtEHQYZtQZVsBUMGAlRBSHSvHAeXWJO,6679,2014-12-07T03:10:57,NEW,1,2007,3509,2014-12-07,9999-12-31,5463,ACTIVE,2,10804,true
RHOhhwQItyUWBLkzqLOetShtLgreCfRXNhngULVBlJB,6680,2014-12-07T14:50:39,NEW,1,3047,3510,2014-12-07,9999-12-31,2108,ACTIVE,1,10805,true
pjDeoggEASzZKxyyXMhpIhKywQCCERim,6681,2014-12-08T00:02:48,NEW,1,3027,3511,2014-12-08,2017-04-08,5071,ACTIVE,1,10806,false
pjDeoggEASzZKxyyXMhpIhKywQCCERim,6681,2017-04-08T08:37:48,CLOSEACCT,1,3027,3511,2017-04-08,9999-12-31,5071,INACTIVE,1,14210,true
eRcgHbLkiUCvYJ qwzXszKuoITotBegDYJRIWHxDoSwIJS,6682,2014-12-08T01:50:07,NEW,1,8983,3512,2014-12-08,9999-12-31,6068,ACTIVE,0,10807,true
CHQ BZkvrJiYNJcfMqzxsyKlECmUAt,6683,2014-12-08T05:00:36,NEW,1,28,3513,2014-12-08,9999-12-31,6000,ACTIVE,1,10808,true
VXmSMlDFpdRwegIEXEBvUGnYaztqZrSMoLTXBQIBuM,6684,2014-12-09T13:25:25,NEW,1,6407,3514,2014-12-09,9999-12-31,3023,ACTIVE,1,10813,true
yUSKTGRnvUfesRiGoBEQBJRXjqHLpCyQAHDQVgMdAR,6685,2014-12-09T19:59:35,NEW,1,6203,3515,2014-12-09,9999-12-31,817,ACTIVE,1,10814,true
SJDaEvlBuSSrzlJoaImBGSDgESbRXJujaTC,6686,2014-12-09T22:15:47,NEW,1,9004,3516,2014-12-09,9999-12-31,4031,ACTIVE,2,10815,true
IyeHvmDSRWkCKXOcVPQJSMtSkYofZS,6687,2014-12-10T11:01:17,NEW,1,2505,3517,2014-12-10,9999-12-31,2851,ACTIVE,1,10816,true
RYDmsrDQDIP RNfTdmxoQWDkNDcHmsiSBtM,6688,2014-12-10T13:53:03,ADDACCT,1,1737,1021,2014-12-10,9999-12-31,68,ACTIVE,2,10817,true
bPLoJqJmwYstTeVEerHDRBUy Gqd USvLUDAjTRUpViKV,6689,2014-12-10T18:24:48,ADDACCT,1,1601,2202,2014-12-10,9999-12-31,194,ACTIVE,1,10818,true
vgbRJDqHLdFFZOCnoEWFyKwLjLShTgLS,6690,2014-12-10T20:09:50,ADDACCT,1,2010,908,2014-12-10,9999-12-31,4115,ACTIVE,1,10819,true
ZxWHHimnMjDuIzCGzVhPwUqDxroCSmkOFEiCMGre,6691,2014-12-12T05:28:09,ADDACCT,1,10719,3112,2014-12-12,2017-05-30,4803,ACTIVE,1,10824,false
XECtQMXxlrpbHJuNTDSVMglvPIKKzLQpBfRRciLJrT,6691,2017-05-30T13:09:46,UPDACCT,1,13960,3112,2017-05-30,9999-12-31,4804,INACTIVE,2,14421,true
PmKkgycWPuyWVV QDviFlPLbguNcyIRSsKCz,6692,2014-12-12T11:13:02,ADDACCT,1,12848,2235,2014-12-12,9999-12-31,1914,ACTIVE,1,10825,true
QAHXkzYyRjAgUHEGdLPQVvFHcAeigk y,6693,2014-12-12T22:16:33,ADDACCT,1,12756,1645,2014-12-12,9999-12-31,4164,ACTIVE,2,10826,true
IDNKOCQDhTbwmxVWVZIUlVNpTsSszQjWiyGisnzrzTuq,6694,2014-12-13T04:06:14,ADDACCT,1,2075,1296,2014-12-13,9999-12-31,4650,ACTIVE,2,10827,true
ickpBKdwvq ndUBTTqAQLLiwXaRVEwdftYcCECAeiWTBJ,6695,2014-12-13T10:13:33,ADDACCT,1,12081,1759,2014-12-13,2015-02-11,1448,ACTIVE,1,10828,false
tdIdaMHErKyNofCHHUJLsSJAaILxedvhSZrSbmYqYeqPJhN h,6695,2015-02-11T17:43:00,UPDACCT,1,2870,1759,2015-02-11,9999-12-31,1448,ACTIVE,1,11071,true
OULzvDkNsLaiApWePQfGVNdPWWrJNOCCFXxdEtJSEjkvfjnT,6696,2014-12-13T15:54:42,ADDACCT,1,11218,1692,2014-12-13,2016-06-04,1666,ACTIVE,1,10829,false
qVe sAVFQCSrCVLUWNoCDypCNLtBGvxybQWYTTw,6696,2016-06-04T22:31:48,UPDACCT,1,11218,1692,2016-06-04,9999-12-31,1666,ACTIVE,1,12982,true
VdAYJLEIyUjYPxklutAtnYEaUTPtPIzwxKOSHIUUKusVTvOD,6697,2014-12-13T19:09:26,ADDACCT,1,6564,2803,2014-12-13,9999-12-31,1707,ACTIVE,1,10830,true
"",6698,2014-12-14T10:39:55,NEW,1,10675,3518,2014-12-14,9999-12-31,2333,ACTIVE,1,10834,true
"",6699,2014-12-14T14:33:43,NEW,1,10027,3519,2014-12-14,2016-01-03,2332,ACTIVE,1,10835,false
VuvMUKVNUH gK QeCDFHiCpvSiSejHtNvZGIePmUDTSOgTih,6699,2016-01-03T05:10:33,UPDACCT,1,1048,3519,2016-01-03,9999-12-31,2332,ACTIVE,1,12372,true
wYJQQvXdCMJgjlFLuvTCEgUkTnQCUQI uqgtEJvWJEojEO,6700,2014-12-15T05:27:25,NEW,1,79,3520,2014-12-15,9999-12-31,1363,ACTIVE,1,10837,true
ydYmCverKa PaiRaNjnJrkASqHYyBPlVLWVUGslA,6701,2014-12-15T11:11:54,NEW,1,420,3521,2014-12-15,9999-12-31,638,ACTIVE,2,10838,true
yPQmzKxYhScEHdSFCxMOD HBztKDjwtmAceZGQtIzlNfVnMF,6702,2014-12-16T01:13:00,NEW,1,6401,3522,2014-12-16,9999-12-31,3183,ACTIVE,1,10840,true
yJkAmFgFWOIHpMtvcSXIsRLHgEQqvoAEHSRWSPSCOxDZCtNyP,6703,2014-12-16T09:01:56,NEW,1,2194,3523,2014-12-16,9999-12-31,5775,ACTIVE,1,10841,true
GMFuBeToaUupiXKvmLDlDLGQKOMhYFS,6704,2014-12-16T11:40:25,NEW,1,2774,3524,2014-12-16,9999-12-31,1787,ACTIVE,1,10843,true
DBwCHzw Ei afYLjrCDRSmkuxaIXLHKRAwzASyVeDCx,6705,2014-12-16T18:37:34,NEW,1,8430,3525,2014-12-16,9999-12-31,5638,ACTIVE,1,10844,true
jKCSTFiGfXnFcTeZbyNPViQKBwsnoGJcENRGkLRFIY,6706,2014-12-17T09:05:03,NEW,1,9102,3526,2014-12-17,2016-02-29,4714,ACTIVE,2,10846,false
jKCSTFiGfXnFcTeZbyNPViQKBwsnoGJcENRGkLRFIY,6706,2016-02-29T17:22:31,CLOSEACCT,1,9102,3526,2016-02-29,9999-12-31,4714,INACTIVE,2,12599,true
jSwwjILoxUGYQiWLMnRRyMQtHkvMtMzvOyqAw,6707,2014-12-17T12:35:10,NEW,1,10525,3527,2014-12-17,2016-06-21,1938,ACTIVE,1,10847,false
niIDUiiESQLsJPTXiQLPhgeVILdUnTeyiJFFsRPzs,6707,2016-06-21T00:24:43,UPDACCT,1,10525,3527,2016-06-21,9999-12-31,1938,ACTIVE,1,13047,true
jKEtJCbqfccuQDfoEaVOgOUFUPthuEvQsOgRBtuzhh,6708,2014-12-18T02:29:47,NEW,1,3235,3528,2014-12-18,2016-07-06,3320,ACTIVE,1,10849,false
AlYvpQCSCYTAvgKmlQThkVKBrkIHK QIegSkb,6708,2016-07-06T13:13:34,UPDACCT,1,7745,3528,2016-07-06,9999-12-31,3320,ACTIVE,1,13109,true
MXdhVcKPGFZKrbaHqVknYGuLzWBjAElCG qNNDmqpITs,6709,2014-12-18T07:42:52,ADDACCT,1,4350,231,2014-12-18,2016-12-01,2771,ACTIVE,1,10850,false
ExhQOFlLaQWHGEDSPaBtlFfOnDcfQPRTRB,6709,2016-12-01T05:52:49,UPDACCT,1,4350,231,2016-12-01,9999-12-31,2771,ACTIVE,1,13700,true
tAJnynflYCbRMIpoqGIfGaFgFcycAMtGKMZVtoRbld,6710,2014-12-18T21:00:59,ADDACCT,1,1771,3085,2014-12-18,9999-12-31,2633,ACTIVE,0,10852,true
BTjGOijMLLMfOxTwhlDQHpTUAbRJsnd,6711,2014-12-19T06:44:15,ADDACCT,1,9181,1631,2014-12-19,9999-12-31,703,ACTIVE,0,10853,true
vTuhrGViinCnswYmKebGHKbJnYBOvJJu,6712,2014-12-20T02:44:10,ADDACCT,1,1587,823,2014-12-20,2015-03-29,1415,ACTIVE,1,10855,false
UARUyExJnGhQ kBnIvOiQWZpHbhOAqUTXShkylVEo,6712,2015-03-29T18:08:35,UPDACCT,1,11610,823,2015-03-29,9999-12-31,1415,ACTIVE,1,11253,true
ohBGpQqlTyaVAgRfJLIIv Foa sAlkNUx,6713,2014-12-20T08:07:47,ADDACCT,1,2969,1788,2014-12-20,2015-03-31,4487,ACTIVE,1,10856,false
raFDYFNgAawTOiqMcDVgYsQpJLDTCh,6713,2015-03-31T12:43:06,UPDACCT,1,9604,1788,2015-03-31,9999-12-31,4487,ACTIVE,2,11260,true
aZmLImzR WdzNvDIrtGXdeRnOFXuNKdxGSvBgJRqFanhCXjAp,6714,2014-12-20T16:30:48,ADDACCT,1,5950,367,2014-12-20,9999-12-31,3523,ACTIVE,2,10858,true
xtGnDOiQHIEGAFUzmNkEoGPatUBgDjdbPbFrfe,6715,2014-12-20T21:12:09,ADDACCT,1,5473,776,2014-12-20,9999-12-31,4449,ACTIVE,1,10859,true
ZXYrIAnJAB dVUQPAdApEwkNEnCLqQzAbDfLy XVK,6716,2014-12-21T13:11:48,ADDACCT,1,9658,3178,2014-12-21,9999-12-31,5793,ACTIVE,2,10861,true
JKxMCGWcQxQotTBiKDZuVunvkXKasxikOOhMRMcFLT VKVqR,6717,2014-12-21T19:09:46,ADDACCT,1,9171,2750,2014-12-21,2017-01-30,879,ACTIVE,1,10862,false
gVDfeLftEIRRQkzUFvMEATOjDqsbTCkYJf TSTRnQH,6717,2017-01-30T13:19:34,UPDACCT,1,12142,2750,2017-01-30,9999-12-31,879,ACTIVE,1,13939,true
ctAJVpLBdAtVBDJKMcnxGkefpJDlPcCAV,6718,2014-12-22T11:39:48,ADDACCT,1,7656,282,2014-12-22,9999-12-31,5054,ACTIVE,1,10865,true
eB UlQqwDtWQsSsSEVvHHtRRFvVBVwiPCpDOEI,6719,2014-12-23T00:23:25,NEW,1,1471,3529,2014-12-23,2016-03-28,5404,ACTIVE,1,10867,false
eB UlQqwDtWQsSsSEVvHHtRRFvVBVwiPCpDOEI,6719,2016-03-28T01:13:33,UPDACCT,1,1393,3529,2016-03-28,9999-12-31,5404,ACTIVE,1,12711,true
"",6720,2014-12-23T08:51:40,NEW,1,8550,3530,2014-12-23,9999-12-31,1820,ACTIVE,0,10869,true
qyYHb XZbGtHgJMyYVjcbHWOvNfrqJwvBbBZ,6721,2014-12-23T09:00:52,NEW,1,8499,3531,2014-12-23,9999-12-31,6270,ACTIVE,1,10870,true
lbpmbpTdrIWIKNFraQbEJNHDszKZEvJGQ TVJGH udYdKaVVE,6722,2014-12-23T21:02:24,NEW,1,10000,3532,2014-12-23,9999-12-31,5884,ACTIVE,1,10872,true
"",6723,2014-12-24T00:09:38,NEW,1,13752,3533,2014-12-24,9999-12-31,5724,ACTIVE,1,10873,true
CgLXzSTLSUbDJRQnFUE ku NQBDzAbAZGWpbKJd,6724,2014-12-24T14:49:20,NEW,1,12074,3534,2014-12-24,2015-09-29,3930,ACTIVE,2,10875,false
NMxNZLOIjrBRIgAVWcHytCJTlNUZbPDI,6724,2015-09-29T16:06:42,UPDACCT,1,10777,3534,2015-09-29,9999-12-31,3930,ACTIVE,2,11988,true
EuziKSFRziDPHRUMJBbJApFJdAZb hbPjGrHYbcO SKaBHV,6725,2014-12-24T22:28:04,NEW,1,3931,3535,2014-12-24,9999-12-31,6212,ACTIVE,1,10876,true
GOducMXAZrLIDDaPtLhLUZDTlXqCcDiFBarqGITSzQFUVpjQJ,6726,2014-12-25T10:57:54,NEW,1,13616,3536,2014-12-25,9999-12-31,1423,ACTIVE,1,10878,true
XhLKKunmIrAKHFuBRcJsQt oRIlOHAOBMCgptdbOLGkfLOD,6727,2014-12-25T23:13:20,NEW,1,7700,3537,2014-12-25,9999-12-31,4903,ACTIVE,2,10879,true
rnbRUaBClhCt EwqUabxLbXyyjtb wPCGHaDOn,6728,2014-12-26T03:56:05,NEW,1,12207,3538,2014-12-26,9999-12-31,5601,ACTIVE,1,10881,true
exZBfxBOEszzlDNFlIXnCuJykBNjIQGVUSFJ,6729,2014-12-26T07:07:35,NEW,1,7659,3539,2014-12-26,9999-12-31,518,ACTIVE,1,10882,true
ItFlKdskoMpoTODNNqBboPTkJfFSsvQFrjjvmbqspXuAVBEkN,6730,2014-12-26T08:59:08,ADDACCT,1,4384,3517,2014-12-26,9999-12-31,2851,ACTIVE,2,10884,true
BcDFUXFtYZnTEXEgLClEuRxWpYPQRQaHsMIEE,6731,2014-12-26T11:00:36,ADDACCT,1,8584,3367,2014-12-26,9999-12-31,3634,ACTIVE,1,10885,true
eVGHOfrmqHLQctcanRKKEtwzjBaRQh aSZFuS,6732,2014-12-27T05:08:02,ADDACCT,1,8724,3391,2014-12-27,2015-02-22,4077,ACTIVE,2,10887,false
xhEtnznKTcy KRNMGoDXNABqTqUqJTnDUDTxH,6732,2015-02-22T19:51:12,UPDACCT,1,8724,3391,2015-02-22,9999-12-31,4077,ACTIVE,1,11115,true
PLRDbtZQIvjPScwThNrElyHKnT CfMQwSJkZPDcDYXMTvkaO,6733,2014-12-27T06:13:57,ADDACCT,1,8219,282,2014-12-27,9999-12-31,5054,ACTIVE,2,10888,true
COSTwGEyWALOEMbMHLvCvIKLICoWZKMYA,6734,2014-12-28T02:42:40,ADDACCT,1,5882,1128,2014-12-28,9999-12-31,1937,ACTIVE,2,10890,true
HrzmTQghTPBQSGCEPAToLqHFWxLQRVMhfassf sxPJAVMsTKtS,6735,2014-12-28T11:43:52,ADDACCT,1,3279,1113,2014-12-28,9999-12-31,2083,ACTIVE,1,10891,true
sPXNkWfdnkZeAKedKSjxZQpaPvbDNVpjHHtSnUyRlXyOJYfv,6736,2014-12-29T03:21:05,ADDACCT,1,5708,715,2014-12-29,9999-12-31,753,ACTIVE,0,10893,true
TObobSPhNaOrEW nRNWBhGvDbNzjlcSqpwPDawTEdICjyK,6737,2014-12-29T13:42:16,ADDACCT,1,3542,1093,2014-12-29,9999-12-31,741,ACTIVE,1,10894,true
PakGJnAtSPuVpfDVLmuxDHhHhYZacwOAilEQLAjrMkGrpZi,6738,2014-12-30T10:47:23,ADDACCT,1,13302,600,2014-12-30,9999-12-31,3131,ACTIVE,1,10897,true
JaWqEETMRDQOzsTGSuRheSNPzPGMlhF,6739,2014-12-31T02:41:06,ADDACCT,1,6336,529,2014-12-31,9999-12-31,5659,ACTIVE,2,10900,true
zLvVyTOltJoSLaAPtEeF yBgoBSmGQHkakxkcuFNRI,6740,2014-12-31T13:22:31,NEW,1,3296,3540,2014-12-31,9999-12-31,4393,ACTIVE,0,10901,true
QYGTqQsZvlRrRhUpXfxhckjOKWkHVGVocVqdUpBfPCdN,6741,2014-12-31T19:14:03,NEW,1,11419,3541,2014-12-31,9999-12-31,6031,ACTIVE,2,10902,true
GsXBEfNzNsqOAGkiaCMsdJJRJYsSqbJGOu,6742,2015-01-01T04:02:52,NEW,1,5647,3542,2015-01-01,9999-12-31,4288,ACTIVE,0,10903,true
CDgFmvDBQ eeqEdvJPKbotKUzpsHPR,6743,2015-01-01T11:18:20,NEW,1,12736,3543,2015-01-01,9999-12-31,1909,ACTIVE,1,10904,true
YUFcCZyIJEDUDVLBKWilxeCEJTReuRtVu,6744,2015-01-02T08:07:23,NEW,1,35,3544,2015-01-02,2016-03-08,4323,ACTIVE,1,10907,false
KYCgCWsYxyEkpHCtMpXuqWHUCAZEixkKCQCRnyJPp,6744,2016-03-08T06:05:45,UPDACCT,1,14765,3544,2016-03-08,9999-12-31,4323,ACTIVE,1,12630,true
LbCUOMJhrPTgRYs SKIcuGJsdAjSFLcSo,6745,2015-01-02T17:19:50,NEW,1,6001,3545,2015-01-02,9999-12-31,2146,ACTIVE,1,10908,true
lKzvvRGIbYqnFCOAKjeVwOYwToFdPdrM,6746,2015-01-02T19:27:06,NEW,1,3921,3546,2015-01-02,9999-12-31,683,ACTIVE,2,10909,true
cMLJcM gCASVcJflDTBPeFcjsMJrMOETWZxCyntak,6747,2015-01-03T04:09:24,NEW,1,4698,3547,2015-01-03,9999-12-31,1651,ACTIVE,0,10910,true
